,Close,Contract,Year,ContractSymbol_x,ContractSymbol1,ContractSymbol_y,Expiration,SettlementPrice,DaysToExpiry,Close_next
19/08/2019,16.88,CFE_VX_Q9,2019,VX/Q9,VX/Q9_2019,VX/Q9_2019,21/08/2019,15.63,2,
20/08/2019,17.55,CFE_VX_Q9,2019,VX/Q9,VX/Q9_2019,VX/Q9_2019,21/08/2019,15.63,1,18.55
21/08/2019,17.35,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,28,
22/08/2019,17.91,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,27,
23/08/2019,19.92,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,26,
26/08/2019,19.45,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,23,
27/08/2019,20.05,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,22,
28/08/2019,19.45,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,21,
29/08/2019,18.59,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,20,
30/08/2019,18.84,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,19,
03/09/2019,19.55,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,15,
04/09/2019,18.16,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,14,
05/09/2019,17.4,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,13,
06/09/2019,16.46,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,12,
09/09/2019,16.4,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,9,
10/09/2019,16.3,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,8,
11/09/2019,15.8,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,7,
12/09/2019,15.05,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,6,
13/09/2019,14.46,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,5,
16/09/2019,14.7,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,2,
17/09/2019,14.65,CFE_VX_U9,2019,VX/U9,VX/U9_2019,VX/U9_2019,18/09/2019,14.54,1,17.09
18/09/2019,16.35,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,28,
19/09/2019,16.25,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,27,
20/09/2019,17.27,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,26,
23/09/2019,16.65,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,23,
24/09/2019,17.89,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,22,
25/09/2019,17.26,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,21,
26/09/2019,17.5,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,20,
27/09/2019,17.93,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,19,
30/09/2019,17.1,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,16,
01/10/2019,18.42,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,15,
02/10/2019,19.94,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,14,
03/10/2019,18.95,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,13,
04/10/2019,17.65,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,12,
07/10/2019,18,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,9,
08/10/2019,20.01,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,8,
09/10/2019,18.55,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,7,
10/10/2019,17.35,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,6,
11/10/2019,15.89,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,5,
14/10/2019,14.55,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,2,
15/10/2019,13.8,CFE_VX_V9,2019,VX/V9,VX/V9_2019,VX/V9_2019,16/10/2019,13.78,1,16.9
16/10/2019,16.73,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,35,
17/10/2019,16.55,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,34,
18/10/2019,16.68,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,33,
21/10/2019,16.14,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,30,
22/10/2019,16.65,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,29,
23/10/2019,16.15,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,28,
24/10/2019,16.09,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,27,
25/10/2019,15.4,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,26,
28/10/2019,15.6,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,23,
29/10/2019,15.45,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,22,
30/10/2019,15.01,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,21,
31/10/2019,15.28,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,20,
01/11/2019,14.65,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,19,
04/11/2019,14.75,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,16,
05/11/2019,15.1,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,15,
06/11/2019,14.76,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,14,
07/11/2019,14.65,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,13,
08/11/2019,14.3,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,12,
11/11/2019,14.1,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,9,
12/11/2019,13.95,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,8,
13/11/2019,13.96,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,7,
14/11/2019,13.7,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,6,
15/11/2019,12.96,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,5,
18/11/2019,12.75,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,2,
19/11/2019,13.15,CFE_VX_X9,2019,VX/X9,VX/X9_2019,VX/X9_2019,20/11/2019,13.01,1,15.2
20/11/2019,15.15,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,28,
21/11/2019,15.4,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,27,
22/11/2019,14.8,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,26,
25/11/2019,14.1,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,23,
26/11/2019,13.95,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,22,
27/11/2019,13.84,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,21,
29/11/2019,14.13,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,19,
02/12/2019,15.33,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,16,
03/12/2019,16.2,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,15,
04/12/2019,15.4,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,14,
05/12/2019,15.05,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,13,
06/12/2019,14.41,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,12,
09/12/2019,15.65,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,9,
10/12/2019,15.35,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,8,
11/12/2019,14.75,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,7,
12/12/2019,13.75,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,6,
13/12/2019,12.66,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,5,
16/12/2019,12.12,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,2,
17/12/2019,12.4,CFE_VX_Z9,2019,VX/Z9,VX/Z9_2019,VX/Z9_2019,18/12/2019,11.99,1,14.9
18/12/2019,14.9,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,35,
19/12/2019,14.68,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,34,
20/12/2019,14.83,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,33,
23/12/2019,14.75,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,30,
24/12/2019,14.55,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,29,
26/12/2019,14.65,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,27,
27/12/2019,15.11,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,26,
30/12/2019,15.5,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,23,
31/12/2019,14.55,CFE_VX_F0,2019,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,22,
02/01/2020,14.15,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,20,
03/01/2020,15.09,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,19,
06/01/2020,15,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,16,
07/01/2020,14.95,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,15,
08/01/2020,14.35,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,14,
09/01/2020,13.66,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,13,
10/01/2020,13.63,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,12,
13/01/2020,13.2,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,9,
14/01/2020,13.05,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,8,
15/01/2020,12.9,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,7,
16/01/2020,12.6,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,6,
17/01/2020,12.55,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,5,
21/01/2020,12.8,CFE_VX_F0,2020,VX/F0,VX/F0_2020,VX/F0_2020,22/01/2020,12.62,1,15.05
22/01/2020,15.25,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,28,
23/01/2020,15.05,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,27,
24/01/2020,16.05,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,26,
27/01/2020,17.75,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,23,
28/01/2020,16.55,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,22,
29/01/2020,16.68,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,21,
30/01/2020,16.1,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,20,
31/01/2020,18.3,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,19,
03/02/2020,17.94,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,16,
04/02/2020,16.64,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,15,
05/02/2020,15.8,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,14,
06/02/2020,15.5,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,13,
07/02/2020,16.07,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,12,
10/02/2020,15.65,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,9,
11/02/2020,15.55,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,8,
12/02/2020,14.42,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,7,
13/02/2020,14.83,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,6,
14/02/2020,14.4,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,5,
18/02/2020,15,CFE_VX_G0,2020,VX/G0,VX/G0_2020,VX/G0_2020,19/02/2020,14.51,1,15.8
19/02/2020,15.39,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,28,
20/02/2020,16.2,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,27,
21/02/2020,17.05,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,26,
24/02/2020,20.15,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,23,
25/02/2020,21.95,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,22,
26/02/2020,22.45,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,21,
27/02/2020,26.6,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,20,
28/02/2020,26.1,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,19,
02/03/2020,26.15,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,16,
03/03/2020,29.3,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,15,
04/03/2020,27.5,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,14,
05/03/2020,31.7,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,13,
06/03/2020,36.17,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,12,
09/03/2020,45.65,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,9,
10/03/2020,41.56,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,8,
11/03/2020,46.95,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,7,
12/03/2020,59.95,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,6,
13/03/2020,54.45,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,5,
16/03/2020,72.05,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,2,
17/03/2020,70.55,CFE_VX_H0,2020,VX/H0,VX/H0_2020,VX/H0_2020,18/03/2020,69.76,1,60.7
18/03/2020,71.15,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,28,
19/03/2020,68.2,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,27,
20/03/2020,62,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,26,
23/03/2020,49.4,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,23,
24/03/2020,46.75,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,22,
25/03/2020,51.31,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,21,
26/03/2020,46.35,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,20,
27/03/2020,53.4,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,19,
30/03/2020,49.65,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,16,
31/03/2020,47.25,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,15,
01/04/2020,50.47,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,14,
02/04/2020,47.8,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,13,
03/04/2020,45.1,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,12,
06/04/2020,42.25,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,9,
07/04/2020,44.15,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,8,
08/04/2020,42.6,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,7,
09/04/2020,41.1,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,6,
13/04/2020,40.8,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,2,
14/04/2020,37.93,CFE_VX_J0,2020,VX/J0,VX/J0_2020,VX/J0_2020,15/04/2020,42.51,1,33.2
15/04/2020,36.6,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,35,
16/04/2020,35.6,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,34,
17/04/2020,34.8,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,33,
20/04/2020,39,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,30,
21/04/2020,41.7,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,29,
22/04/2020,39.5,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,28,
23/04/2020,39.67,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,27,
24/04/2020,36.95,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,26,
27/04/2020,33.95,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,23,
28/04/2020,34.4,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,22,
29/04/2020,31.75,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,21,
30/04/2020,34.6,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,20,
01/05/2020,37.4,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,19,
04/05/2020,35.7,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,16,
05/05/2020,34.15,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,15,
06/05/2020,34.8,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,14,
07/05/2020,32.2,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,13,
08/05/2020,29.41,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,12,
11/05/2020,28.08,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,9,
12/05/2020,33.25,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,8,
13/05/2020,34.49,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,7,
14/05/2020,32.76,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,6,
15/05/2020,32.12,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,5,
18/05/2020,29.1,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,2,
19/05/2020,30.6,CFE_VX_K0,2020,VX/K0,VX/K0_2020,VX/K0_2020,20/05/2020,28.11,1,32.05
20/05/2020,29.5,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,28,
21/05/2020,30.85,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,27,
22/05/2020,30.24,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,26,
26/05/2020,29.6,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,22,
27/05/2020,29.1,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,21,
28/05/2020,30.3,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,20,
29/05/2020,28.85,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,19,
01/06/2020,29.6,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,16,
02/06/2020,28.2,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,15,
03/06/2020,27.05,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,14,
04/06/2020,26.65,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,13,
05/06/2020,25.42,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,12,
08/06/2020,26.07,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,9,
09/06/2020,27.55,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,8,
10/06/2020,27.45,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,7,
11/06/2020,40.19,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,6,
12/06/2020,35.25,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,5,
15/06/2020,34.05,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,2,
16/06/2020,33.18,CFE_VX_M0,2020,VX/M0,VX/M0_2020,VX/M0_2020,17/06/2020,33.44,1,33.53
17/06/2020,33.6,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,35,
18/06/2020,33.6,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,34,
19/06/2020,35.15,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,33,
22/06/2020,31.75,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,30,
23/06/2020,32,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,29,
24/06/2020,33.6,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,28,
25/06/2020,32.25,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,27,
26/06/2020,34.45,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,26,
29/06/2020,32.4,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,23,
30/06/2020,30.79,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,22,
01/07/2020,29.74,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,21,
02/07/2020,29.15,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,20,
06/07/2020,29.29,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,16,
07/07/2020,30.64,CFE_VX_N0,2020,VX/N0,VX/N0_2020,VX/N0_2020,22/07/2020,25.45,15,
