Date,Close,Contract,Year,ContractSymbol,ContractSymbol1
2014-10-24,18.1,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-10-24,18.3,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-10-24,18.65,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-10-24,18.9,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-10-24,18.97,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-10-24,16.95,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-10-24,17.05,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-10-27,17.45,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-10-27,17.93,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-10-27,18.14,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-10-27,18.5,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-10-27,18.7,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-10-27,18.78,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-10-27,0.0,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-10-27,16.95,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-10-27,16.8,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-10-28,16.62,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-10-28,17.2,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-10-28,17.45,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-10-28,17.85,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-10-28,18.1,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-10-28,18.3,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-10-28,18.7,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-10-28,15.65,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-10-28,15.9,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-10-29,17.0,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-10-29,17.45,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-10-29,17.7,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-10-29,18.06,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-10-29,18.35,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-10-29,18.46,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-10-29,18.72,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-10-29,16.25,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-10-29,16.3,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-10-30,17.0,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-10-30,17.55,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-10-30,17.75,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-10-30,18.15,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-10-30,18.4,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-10-30,18.6,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-10-30,0.0,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-10-30,16.1,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-10-30,16.3,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-10-31,16.81,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-10-31,17.35,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-10-31,17.7,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-10-31,18.13,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-10-31,18.41,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-10-31,18.6,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-10-31,18.7,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-10-31,15.75,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-10-31,16.05,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-03,17.0,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-03,17.58,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-03,17.9,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-03,18.25,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-03,18.55,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-03,18.7,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-03,18.98,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-03,15.95,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-03,16.25,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-04,17.05,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-04,17.6,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-04,17.9,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-04,18.3,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-04,18.6,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-04,18.75,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-04,19.15,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-04,15.85,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-04,16.2,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-05,16.74,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-05,17.35,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-05,17.7,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-05,18.09,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-05,18.4,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-05,18.57,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-05,18.95,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-05,15.27,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-05,15.9,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-06,16.3,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-06,16.95,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-06,17.4,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-06,17.8,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-06,18.1,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-06,18.35,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-06,18.6,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-06,14.85,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-06,15.45,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-07,16.35,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-07,17.0,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-07,17.4,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-07,17.8,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-07,18.2,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-07,18.35,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-07,18.61,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-07,14.8,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-07,15.5,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-10,15.9,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-10,16.5,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-10,16.95,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-10,17.4,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-10,17.75,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-10,17.95,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-10,18.33,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-10,14.0,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-10,14.9,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-11,15.67,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-11,16.37,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-11,16.75,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-11,17.26,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-11,17.62,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-11,17.85,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-11,18.2,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-11,14.1,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-11,14.85,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-12,15.95,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-12,16.55,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-12,16.95,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-12,17.45,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-12,17.85,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-12,18.05,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-12,18.3,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-12,14.4,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-12,15.2,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-13,16.25,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-13,16.9,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-13,17.3,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-13,17.8,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-13,18.15,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-13,18.35,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-13,18.61,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-13,14.7,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-13,15.5,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-14,15.95,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-14,16.65,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-14,17.05,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-14,17.51,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-14,17.9,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-14,18.15,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-14,18.5,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-14,14.3,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-14,15.3,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-17,15.95,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-17,16.65,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-17,17.1,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-17,17.55,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-17,17.95,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-17,18.17,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-17,18.43,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-17,14.35,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-17,15.3,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-18,15.99,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-18,16.65,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-18,17.15,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-18,17.6,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-18,18.0,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-18,18.3,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-18,18.5,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-18,14.0,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-18,15.25,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-19,16.25,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-19,16.89,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-19,17.32,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-19,17.79,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-19,18.15,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-19,18.4,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-19,18.75,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-19,13.95,CFE_VX_X4,2014,VX/X4,VX/X4_2014
2014-11-19,15.5,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-20,16.0,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-20,16.75,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-20,17.15,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-20,17.65,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-20,18.06,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-20,18.35,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-20,18.65,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-20,15.15,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-21,16.05,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-21,16.75,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-21,17.15,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-21,17.7,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-21,18.05,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-21,18.35,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-21,18.57,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-21,14.9,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-24,15.8,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-24,16.65,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-24,17.1,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-24,17.65,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-24,18.0,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-24,18.35,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-24,18.6,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-24,0.0,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-11-24,14.55,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-25,15.75,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-25,16.7,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-25,17.15,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-25,17.7,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-25,18.15,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-25,18.45,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-25,18.68,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-25,18.88,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-11-25,14.45,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-26,15.6,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-26,16.55,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-26,17.05,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-26,17.65,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-26,18.05,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-26,18.35,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-26,18.6,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-26,18.91,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-11-26,14.2,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-11-28,15.95,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-11-28,16.75,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-11-28,17.2,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-11-28,17.71,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-11-28,18.1,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-11-28,18.4,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-11-28,18.65,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-11-28,18.91,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-11-28,14.84,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-01,16.6,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-01,17.32,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-01,17.7,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-01,18.2,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-01,18.5,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-01,18.8,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-01,19.06,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-01,19.27,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-01,15.6,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-02,15.54,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-02,16.43,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-02,16.95,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-02,17.45,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-02,17.8,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-02,18.1,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-02,18.43,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-02,18.96,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-02,14.21,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-03,15.62,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-03,16.47,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-03,16.94,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-03,17.46,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-03,17.9,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-03,18.2,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-03,18.45,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-03,18.65,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-03,14.24,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-04,15.45,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-04,16.33,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-04,16.8,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-04,17.35,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-04,17.75,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-04,18.05,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-04,18.43,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-04,18.65,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-04,13.95,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-05,15.31,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-05,16.25,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-05,16.8,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-05,17.35,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-05,17.72,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-05,18.05,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-05,18.3,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-05,18.54,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-05,13.55,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-08,16.11,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-08,16.85,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-08,17.3,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-08,17.8,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-08,18.2,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-08,18.5,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-08,18.78,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-08,18.92,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-08,14.7,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-09,16.1,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-09,16.8,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-09,17.25,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-09,17.8,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-09,18.15,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-09,18.45,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-09,18.79,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-09,18.88,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-09,14.95,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-10,17.7,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-10,18.1,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-10,18.3,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-10,18.75,CFE_VX_J5,2014,VX/J5,VX/J5_2015
2014-12-10,19.0,CFE_VX_K5,2014,VX/K5,VX/K5_2015
2014-12-10,19.25,CFE_VX_M5,2014,VX/M5,VX/M5_2015
2014-12-10,19.52,CFE_VX_N5,2014,VX/N5,VX/N5_2015
2014-12-10,19.71,CFE_VX_Q5,2014,VX/Q5,VX/Q5_2015
2014-12-10,17.4,CFE_VX_Z4,2014,VX/Z4,VX/Z4_2014
2014-12-11,19.15,CFE_VX_F5,2014,VX/F5,VX/F5_2015
2014-12-11,19.22,CFE_VX_G5,2014,VX/G5,VX/G5_2015
2014-12-11,19.3,CFE_VX_H5,2014,VX/H5,VX/H5_2015
2014-12-11,19.6,CFE_VX_J5,2014,VX/J5,VX/J5_2015
