Date,Actual,Predicted
2013-12-23,0.005912057630448797,0.003776293788633173
2013-12-24,0.005878824290787854,0.005556256064467002
2013-12-26,0.00591235905942641,0.005921193777340573
2013-12-27,0.005916322930389079,0.005988454846256662
2013-12-30,0.005911029305855323,0.005982662888978117
2013-12-31,0.005929587674919961,0.005960896858477398
2014-01-02,0.006254254508634991,0.005940356795669934
2014-01-03,0.006193513202739733,0.006259350833324484
2014-01-06,0.006224668108377556,0.006253560662426842
2014-01-07,0.006214339688058527,0.006274418956232118
2014-01-08,0.005780773764243917,0.0062329442956351394
2014-01-09,0.0057814366305058715,0.005823300103915758
2014-01-10,0.005717502085096023,0.005747715775983114
2014-01-13,0.005931975428863404,0.005665597377105818
2014-01-14,0.006206800350488905,0.0059108011236477884
2014-01-15,0.006248720835289915,0.0061548557168752864
2014-01-16,0.006116749603200318,0.006209019041018551
2014-01-17,0.006207515429995868,0.006110390909845777
2014-01-21,0.00508981955360896,0.006193729151681808
2014-01-22,0.005083841387728266,0.005176174690293374
2014-01-23,0.005416529281641325,0.004985085397617137
2014-01-24,0.0069680118870676456,0.005298756658177166
2014-01-27,0.006995724990031534,0.006827704760287941
2014-01-28,0.0071419741648453975,0.007188407219240349
2014-01-29,0.007383921061850548,0.00733811155316061
2014-01-30,0.007886312411071118,0.007593137077098569
2014-01-31,0.007932413696937668,0.008065828265186425
2014-02-03,0.008922880624293208,0.008151034040656771
2014-02-04,0.009174800826540713,0.009144699230243927
2014-02-05,0.009143091448374063,0.009512116439809353
2014-02-06,0.009612082055954117,0.00946255253609397
2014-02-07,0.010125431775392293,0.0098401791677111
2014-02-10,0.010141278105601266,0.010225868501930375
2014-02-11,0.01046333865330893,0.010242197554557486
2014-02-12,0.010009542124874597,0.01046472702350875
2014-02-13,0.009893268880893601,0.010086697180202334
2014-02-14,0.009931224516034443,0.009927057506100177
2014-02-18,0.009914168300267926,0.009914503841910621
2014-02-19,0.009939716237223097,0.00988701348140836
2014-02-20,0.010024339249749043,0.009933650272417322
2014-02-21,0.010031230240268864,0.009993028552807813
2014-02-24,0.00989985679325274,0.010005207077007966
2014-02-25,0.008842302837492577,0.009867264785340443
2014-02-26,0.008814824248107672,0.008842012808645666
2014-02-27,0.008689098156752995,0.008725103365717262
2014-02-28,0.008479978660352376,0.008585984104232648
2014-03-03,0.008247060097932647,0.008372584062479245
2014-03-04,0.00866247595694983,0.00818362375304218
2014-03-05,0.007365227387970731,0.008527471452987769
2014-03-06,0.007050834279981106,0.0073101753630246845
2014-03-07,0.007078179800568747,0.006884101826150411
2014-03-10,0.006380826147178734,0.006876815944043325
2014-03-11,0.0057382989455646285,0.0062503400728579645
2014-03-12,0.0057188953074510706,0.005619088184732706
2014-03-13,0.005809769561484945,0.0055093138023238125
2014-03-14,0.005858838354372409,0.005669475099649327
2014-03-17,0.006033054751378482,0.005760321500416097
2014-03-18,0.0060931780668114265,0.005911554976388396
2014-03-19,0.006266173704770753,0.005983650247222332
2014-03-20,0.006204291112492694,0.0062003216628016816
2014-03-21,0.006105643466260595,0.006167045724952667
2014-03-24,0.006213306149219067,0.006084773697317806
2014-03-25,0.006145742025948054,0.0061946481170572065
2014-03-26,0.0063234679135731695,0.006130938628571392
2014-03-27,0.006328564935997167,0.00631278556925704
2014-03-28,0.006366424079161205,0.006357702841049277
2014-03-31,0.006586136423673781,0.0063743075067298266
2014-04-01,0.006429972918006335,0.006549322050860202
2014-04-02,0.00578613897856218,0.006404437627810573
2014-04-03,0.005741936366865768,0.00577933778031423
2014-04-04,0.0063592918096006925,0.005647463824570502
2014-04-07,0.006709573780377114,0.006248697623217292
2014-04-08,0.0067437555823422965,0.006725177725198107
2014-04-09,0.00698910067727856,0.0068158363007729044
2014-04-10,0.008315410775506698,0.007009812257387996
2014-04-11,0.008074487778692192,0.00832123837141284
2014-04-14,0.008258135743779161,0.008381830370027545
2014-04-15,0.008176721913359258,0.008495816783405876
2014-04-16,0.00840034511218075,0.008369121545896793
2014-04-17,0.008271858551858816,0.008513641802439704
2014-04-21,0.008241952346388226,0.008379683140183445
2014-04-22,0.008244825029536336,0.008316623383951383
2014-04-23,0.008177051174429168,0.008283243580812786
2014-04-24,0.008135534530213083,0.008214953811694467
2014-04-25,0.008192496916638056,0.008158898710176077
2014-04-28,0.00820264836236719,0.008233085067454338
2014-04-29,0.00819402692968461,0.00823998917444296
2014-04-30,0.008040155788679731,0.008207234604620032
2014-05-01,0.007927493603800066,0.008045787623439682
2014-05-02,0.007912855787774212,0.007923841096762427
2014-05-05,0.007917992052678109,0.00790542095769099
2014-05-06,0.0076974992729990565,0.007904818181735232
2014-05-07,0.007444225859691692,0.007737808410426326
2014-05-08,0.007392559014802195,0.0074484223602346205
2014-05-09,0.006997957004670343,0.007366264916174754
2014-05-12,0.005636231625580122,0.006986900135940065
2014-05-13,0.005300241602499188,0.005605432578723942
2014-05-14,0.005141597443387056,0.00512054194025965
2014-05-15,0.005385787380870096,0.0049534285588584345
2014-05-16,0.004884142209552713,0.00520620273246544
2014-05-19,0.004932338316235897,0.004798207625515795
2014-05-20,0.00507521325252948,0.004766307456158525
2014-05-21,0.005305634951557438,0.0049464971457617414
2014-05-22,0.005289425835804523,0.005157858161314248
2014-05-23,0.005344323642555759,0.005189890267660988
2014-05-27,0.005114104480176335,0.005241165013885859
2014-05-28,0.0051004339079856326,0.005029266042484606
2014-05-29,0.005104012762278336,0.00499596892326204
2014-05-30,0.005071931322012017,0.004976525060335172
2014-06-02,0.005072343556203294,0.004948777333384397
2014-06-03,0.005076823394536705,0.0049530891464870715
2014-06-04,0.005060857632648899,0.004968884071224511
2014-06-05,0.004751066020263994,0.00495578071211171
2014-06-06,0.004674184619294434,0.0046593092372698396
2014-06-09,0.00465797179160793,0.0045300233646570764
2014-06-10,0.004670489943598746,0.004505860266183262
2014-06-11,0.004441022459862007,0.0045279034409210495
2014-06-12,0.004766969183565007,0.004368112307238138
2014-06-13,0.004581890328995148,0.004646782241195177
2014-06-16,0.003988413014512227,0.0045259319143985165
2014-06-17,0.00391977433270665,0.004005554755518411
2014-06-18,0.0040690043006371395,0.0038308259366333646
